created_at,date,time,username,name,place,tweet,language,mentions,urls,likes_count,retweet,hashtags,cashtags,retweets_count,link,thumbnail,near,retweet_id,reply_to,retweet_date,translate,retweet_date,translate
2020-01-27 00:59:49 Morocco Daylight Time,2020-01-27,00:59:49,ryanclarkwzr,RyanClark,,*** @TrueKofi Goes on Rant Over Being Asked What “Trick” he’ll do in #WWE #RoyalRumble Match ***   https://t.co/idslbByrkE,en,"[{'screen_name': 'truekofi', 'name': '⚔️ kofnan the barbarian ⚔️', 'id': '52135300'}]",['http://bit.ly/36xKHol'],0,False,"['wwe', 'royalrumble']",[],0,https://twitter.com/RyanClarkWZR/status/1221583554083217409,,,,[],,,,
2020-01-27 00:59:49 Morocco Daylight Time,2020-01-27,00:59:49,doragiglio,Dora ✨🌸,,@imhereforskam I think I’ll always feel emotional about it. I mean..I still feel emotional seeing Evak! Haha,en,[],[],1,False,[],[],0,https://twitter.com/doragiglio/status/1221583553806422022,,,,"[{'screen_name': 'imhereforskam', 'name': 'Mila', 'id': '977784086398894080'}]",,,,
2020-01-27 00:59:49 Morocco Daylight Time,2020-01-27,00:59:49,woelf20,𝗪𝗼𝗲𝗹𝗳 𝗗𝗶𝗲𝘁𝗿𝗶𝗰𝗵 ⚜️,,"@AnnaDsays I’ll be honest, I don’t know how this is possible.",en,[],[],0,False,[],[],0,https://twitter.com/Woelf20/status/1221583552304648192,,,,"[{'screen_name': 'AnnaDsays', 'name': '♠️Duchess 🃏of 🃏 Sick of Your Shit♠️', 'id': '49834861'}]",,,,
2020-01-27 00:59:49 Morocco Daylight Time,2020-01-27,00:59:49,_bront_,𝔹𝕣𝕠𝕟 𝕋𝕙𝕦𝕣𝕞𝕒𝕟,,🤔 Hmmmmm. Maybe I’ll have to start watching again.,en,[],[],3,False,[],[],0,https://twitter.com/_BronT_/status/1221583552283889665,,,,[],,,,
2020-01-27 00:59:49 Morocco Daylight Time,2020-01-27,00:59:49,eirtice,Mioxotis,,"I kinda wanna create like an internet persona. Just like some sort of avatar to represent my account that's not me.  But at the same time I feel like my characters represent this account enough? We'll see?  For you guys that have made a persona, what was your reason? For fun?",en,[],[],3,False,[],[],0,https://twitter.com/eirtice/status/1221583551109324800,,,,[],,,,
2020-01-27 00:59:49 Morocco Daylight Time,2020-01-27,00:59:49,atthelp,AT&T Help,,"@pixelated4u Hello Christina, DM us your zip code along with your account number. We'll take a closer look. ^AariH  https://t.co/Uyi4xN5vDH",en,[],['https://twitter.com/messages/compose?recipient_id=62643312'],0,False,[],[],0,https://twitter.com/ATTHelp/status/1221583550958448641,,,,"[{'screen_name': 'pixelated4u', 'name': 'Christina Lafferty', 'id': '14716837'}]",,,,
2020-01-27 00:59:48 Morocco Daylight Time,2020-01-27,00:59:48,trentonnfordd,-_-,,Imagine a Lakers championship this season....that’ll be the most memorable/significant moment in NBA history.,en,[],[],2,False,[],[],1,https://twitter.com/TrentonnFordd/status/1221583550287425539,,,,[],,,,
2020-01-27 00:59:48 Morocco Daylight Time,2020-01-27,00:59:48,chivalrybegets,nyanlix,,"@crestburdened eat that'll finally break your bank."" Felix shot him a quick smirk before moving to put the sword back on the training rack.  ""Sure. I could use some time away from this place.""",en,[],[],0,False,[],[],0,https://twitter.com/ChivalryBegets/status/1221583549821792258,,,,"[{'screen_name': 'crestburdened', 'name': 'sүℓvαιη נσsε gαυтιεя', 'id': '955174673377058816'}]",,,,
2020-01-27 00:59:48 Morocco Daylight Time,2020-01-27,00:59:48,hammerdoggames,Hammerdog Games,,The Woodwarden answers. But she needs more allies. Who else will heed Denoa's call?   https://t.co/U1yRQPzwJA  Help others see and like / comment!  Want your very own banner? Send us text / image and we'll create one for you and share your post!  #dnd #rpg #ttrpg #tabletop #dnd5e  https://t.co/BUzODdz9wJ,en,[],['http://rpg.sh/dtwhg'],2,False,"['dnd', 'rpg', 'ttrpg', 'tabletop', 'dnd5e']",[],0,https://twitter.com/HammerdogGames/status/1221583549456887810,https://pbs.twimg.com/media/EPPvw5wWsAEdjrt.jpg,,,[],,,,
2020-01-27 00:59:48 Morocco Daylight Time,2020-01-27,00:59:48,notjamix,Jamix,,I don’t know what my 100th tweet is going to be but I’ll make sure it is something good,en,[],[],1,False,[],[],0,https://twitter.com/NotJamix/status/1221583549192642564,,,,[],,,,
2020-01-27 00:59:48 Morocco Daylight Time,2020-01-27,00:59:48,specialmed,tony tiberius george,,"@Crippletron5000 @RealYungCripp @PimpMasterYoda1 Oh cool,I’m not sure whether his parents would’ve hugged him because affection was off the table due to guilt, so I was about to say don’t you dare say shit like that to Donovan. But,my mom tries to hug me every chance she gets, my dad doesn’t bc he’s afraid he’ll catch the gay",en,[],[],0,False,[],[],0,https://twitter.com/specialmed/status/1221583547498029056,,,,"[{'screen_name': 'Crippletron5000', 'name': 'Cripp Tronathan', 'id': '247825303'}, {'screen_name': 'RealYungCripp', 'name': 'Donavan (Cripp Daddy♿)', 'id': '899008987420655618'}, {'screen_name': 'PimpMasterYoda1', 'name': 'Pimp Master Broda', 'id': '2441085277'}]",,,,
2020-01-27 00:59:48 Morocco Daylight Time,2020-01-27,00:59:48,taekookgei,𝖇𝖊𝖈𝖈𝖆⁷ ♡ arsd 📌,,I'LL BE YOU'RE WHORE PLEASE USE ALL MY HOLES THE WAY YOU WANT I'LL DO ANYTHING PLEASE  https://t.co/Ln0PDs92Vu,en,[],[],1,False,[],[],0,https://twitter.com/taekookgei/status/1221583547405946880,https://pbs.twimg.com/media/EPPvwftWsAEqLYA.jpg,,,[],,,,
2020-01-27 00:59:48 Morocco Daylight Time,2020-01-27,00:59:48,father,father,,"@sushiboymexico1 just bile, you’ll be aiight, go get some pedialyte doe",en,[],[],5,False,[],[],0,https://twitter.com/father/status/1221583547170820100,,,,"[{'screen_name': 'sushiboymexico1', 'name': 'mexico', 'id': '1205230266261766144'}]",,,,
2020-01-27 00:59:48 Morocco Daylight Time,2020-01-27,00:59:48,jallen1985,MAKE JOE BIDEN #47 ON JANUARY 20,,"@mattklewis Pledge to boycott Bolton's publisher until he testifies before the House or the Senate. Simon &amp; Schuster is complicit, but they'll make sure he shows up if they feel it in the pocketbook. #boycottsimonandschuster",en,[],[],1,False,['boycottsimonandschuster'],[],0,https://twitter.com/jallen1985/status/1221583546751438848,,,,"[{'screen_name': 'mattklewis', 'name': 'Matt Lewis', 'id': '16887628'}]",,,,
2020-01-27 00:59:47 Morocco Daylight Time,2020-01-27,00:59:47,lilyyyyanng,@Lilygelie,,"If I asked u a question better answer it honestly, once u lied to me you'll gonna loose this frvr. Never gonna trust u again",en,[],[],0,False,[],[],0,https://twitter.com/lilyyyyanng/status/1221583545635704832,,,,[],,,,
2020-01-27 00:59:47 Morocco Daylight Time,2020-01-27,00:59:47,hsxmaya,✨maya ✨,,I’ll leave the whole thing before I get treated like crap again,en,[],[],0,False,[],[],0,https://twitter.com/hsxmaya/status/1221583544641826816,,,,[],,,,
2020-01-27 00:59:47 Morocco Daylight Time,2020-01-27,00:59:47,mr_jamie_,J Me,,@DaleFreshHa @_Ramon_H Yep that’s why I go see LeBron play at least one a year. You never know when it’ll be the last time you get the chance,en,[],[],0,False,[],[],0,https://twitter.com/Mr_Jamie_/status/1221583544025264128,,,,"[{'screen_name': 'DaleFreshHa', 'name': '#1 Stunna', 'id': '99197562'}, {'screen_name': '_Ramon_H', 'name': 'Ramon Hardy', 'id': '165797219'}]",,,,
2020-01-27 00:59:47 Morocco Daylight Time,2020-01-27,00:59:47,thatdarnsatan,Local Artist John Sheffield,,"@Pixelfish I still hate that he supports something so malignant (I mean, presumably; again, we don't discuss it), but I don't worry about him being a malign influence on Miles. He'll keep shtum if he wants to be in the loop. It's a good trade.",en,[],[],3,False,[],[],0,https://twitter.com/ThatDarnSatan/status/1221583543236579328,,,,"[{'screen_name': 'Pixelfish', 'name': 'Pixelfish', 'id': '10695762'}]",,,,
2020-01-27 00:59:46 Morocco Daylight Time,2020-01-27,00:59:46,rayekasai,Keith,,I’ll never step into a helicopter. All the accidents around the islands is proof enough that they’re basically death traps.,en,[],[],0,False,[],[],0,https://twitter.com/rayekasai/status/1221583541365919745,,,,[],,,,
2020-01-27 00:59:46 Morocco Daylight Time,2020-01-27,00:59:46,geeseorgoose,shower negroni,,fleabag priest “it’ll pass”,en,[],[],0,False,[],[],0,https://twitter.com/geeseorgoose/status/1221583541215092737,,,,[],,,,
2020-01-27 00:59:46 Morocco Daylight Time,2020-01-27,00:59:46,tfromblkgrl,—T,,The most painful part of death is knowing you’ll never see them again,en,[],[],0,False,[],[],0,https://twitter.com/TfromBLKGRL/status/1221583541189791744,,,,[],,,,
2020-01-27 00:59:46 Morocco Daylight Time,2020-01-27,00:59:46,ihgservice,IHG Service,,"@FreemanTrinisha Got the details, Trinisha. We'll continue responding through DM. Kindly remove the tweet that includes your personal details as it contains your personal data and for your own security as well.   ~ Kenneth  https://t.co/2rT0l9N9Cu",en,[],['https://twitter.com/messages/compose?recipient_id=223619533'],0,False,[],[],0,https://twitter.com/IHGService/status/1221583540711821313,,,,"[{'screen_name': 'FreemanTrinisha', 'name': 'Trinisha Freeman', 'id': '467926779'}]",,,,
2020-01-27 00:59:46 Morocco Daylight Time,2020-01-27,00:59:46,hu_lyric_bot,HU Lyric Bot,,"I'll blame it on this whiskey sipping, gets me tipsy",en,[],[],0,False,[],[],0,https://twitter.com/hu_lyric_bot/status/1221583540388683777,,,,[],,,,
2020-01-27 00:59:46 Morocco Daylight Time,2020-01-27,00:59:46,cgamblor,Chris,,I'll never forget watching Kobe put up 81. Total legend #RIPMamba,en,[],[],0,False,['ripmamba'],[],0,https://twitter.com/cgamblor/status/1221583540216791040,,,,[],,,,
2020-01-27 00:59:46 Morocco Daylight Time,2020-01-27,00:59:46,kararacn75,💥Firecracker-K💥,,@TerryLe18721282 @dominos I’ll share with ya,en,[],[],1,False,[],[],0,https://twitter.com/KaRaRacn75/status/1221583539306737666,,,,"[{'screen_name': 'TerryLe18721282', 'name': 'Terry Lewis', 'id': '1148841096467931137'}, {'screen_name': 'dominos', 'name': ""Domino's Pizza"", 'id': '31444922'}]",,,,
2020-01-27 00:59:46 Morocco Daylight Time,2020-01-27,00:59:46,annacooq,Anna Cooq,,@CalMcKay3 I think you mean scathing. But ok Rich tea biscuit. I’ll leave you alone now,en,[],[],0,False,[],[],0,https://twitter.com/annacooq/status/1221583539067654144,,,,"[{'screen_name': 'CalMcKay3', 'name': 'New Year Same pain in the Ass🇵🇸', 'id': '1189238760409579521'}]",,,,
2020-01-27 00:59:46 Morocco Daylight Time,2020-01-27,00:59:46,gintoki_ar,gintoki sakata,,"Maybe, after you grow a little more and you still  remember about me, come and find me again. I'll be glad to do more  things with you then.",en,[],[],0,False,[],[],0,https://twitter.com/gintoki_AR/status/1221583538937454592,,,,[],,,,
2020-01-27 00:59:46 Morocco Daylight Time,2020-01-27,00:59:46,beedoe8_,B.Blunt Sr.,,@DSmooth66 It’s Called “Homage” Young. You’ll understand when your older!,en,[],[],5,False,[],[],0,https://twitter.com/beedoe8_/status/1221583538773905408,,,,"[{'screen_name': 'DSmooth66', 'name': 'DSmooth', 'id': '758511583727280128'}]",,,,
2020-01-27 00:59:46 Morocco Daylight Time,2020-01-27,00:59:46,bulldogchloe,Chloe the Bulldog (@BulldogChloe on Gab.com),,@andrewzimmern That’s just a liberal dream. The GOP realizes that Democrats are the biggest threat to democracy. We’ll fight to the death to preserve our republic.,en,[],[],0,False,[],[],0,https://twitter.com/BulldogChloe/status/1221583538409086977,,,,"[{'screen_name': 'andrewzimmern', 'name': 'Andrew Zimmern', 'id': '17008726'}]",,,,
2020-01-27 00:59:46 Morocco Daylight Time,2020-01-27,00:59:46,_miss__marie,cheyenne,,"Make sure you show your love to those you hold close. Even though they get on your nerves sometimes, you’ll miss it one day. Tomorrow is never promised",en,[],[],0,False,[],[],0,https://twitter.com/_miss__marie/status/1221583538354577409,,,,[],,,,
2020-01-27 00:59:46 Morocco Daylight Time,2020-01-27,00:59:46,treyg27,Trey G Blanco,,@HarshSabastian @Coach_SBMoore @CoachCBohl @wyo_football Congrats bro I’ll be rooting for you 👏🏽💪🏽,en,[],[],1,False,[],[],0,https://twitter.com/TreyG27/status/1221583538115485696,,,,"[{'screen_name': 'HarshSabastian', 'name': 'Sabastian Harsh', 'id': '937804851819540480'}, {'screen_name': 'Coach_SBMoore', 'name': 'Shannon Moore', 'id': '1497065485'}, {'screen_name': 'CoachCBohl', 'name': 'Coach Craig Bohl', 'id': '2319175698'}, {'screen_name': 'wyo_football', 'name': 'Wyoming Cowboy Football', 'id': '28375849'}]",,,,
2020-01-27 00:59:45 Morocco Daylight Time,2020-01-27,00:59:45,spudwave,⭐️POCKET COWBOY⭐️,,@deathvaIIey69 thanks! i’ll give it a look,en,[],[],0,False,[],[],0,https://twitter.com/spudwave/status/1221583537788407808,,,,"[{'screen_name': 'deathvaIIey69', 'name': 'briana eno', 'id': '1360773337'}]",,,,
2020-01-27 00:59:45 Morocco Daylight Time,2020-01-27,00:59:45,rebelsoul6161,EscapefromNY,,@LoriBeeCA @realDonaldTrump Just remember - Karma - she'll be coming for you !  What a dark soul !,en,[],[],1,False,[],[],0,https://twitter.com/RebelSoul6161/status/1221583537754779648,,,,"[{'screen_name': 'LoriBeeCA', 'name': 'Lori Bee', 'id': '2369733192'}, {'screen_name': 'realDonaldTrump', 'name': 'Donald J. Trump', 'id': '25073877'}]",,,,
2020-01-27 00:59:45 Morocco Daylight Time,2020-01-27,00:59:45,lucas_tillery,Lucas Tillery,,"Got to get up early for Work so I’ll be watching the #RoyalRumble tomorrow after work so I’ll be staying off Social Media til then. Hoping for Becky to win, Roman to win, Faces to win both Rumbles, Daniel to beat The Fiend and Lacy to win. Good night!",en,[],[],0,False,['royalrumble'],[],0,https://twitter.com/lucas_tillery/status/1221583537083682817,,,,[],,,,
2020-01-27 00:59:45 Morocco Daylight Time,2020-01-27,00:59:45,divabarbieyyc,Barbara,,@KikkiPlanet Hahaha...I'll  have to file this one.,en,[],[],2,False,[],[],0,https://twitter.com/divabarbieyyc/status/1221583537054220288,,,,"[{'screen_name': 'KikkiPlanet', 'name': 'Kathleen Smith', 'id': '121853848'}]",,,,
2020-01-27 00:59:45 Morocco Daylight Time,2020-01-27,00:59:45,mrxionpetra92,Xion @ Pokemon Colosseum replay!,,@rayquaza36 @Conjix1 DM me your FC and I'll add you later on!,en,[],[],0,False,[],[],0,https://twitter.com/MrXionPetra92/status/1221583536395780097,,,,"[{'screen_name': 'rayquaza36', 'name': 'NightSlade RayX', 'id': '3335032714'}]",,,,
2020-01-27 00:59:45 Morocco Daylight Time,2020-01-27,00:59:45,j_ll_otk,じゃすとBelieve!!!,,ええ…めっちゃケミカル・フローラルな香りやのに気付かんとか無理やろ…,ja,[],[],0,False,[],[],0,https://twitter.com/j_ll_otk/status/1221583535565238272,,,,[],,,,
2020-01-27 00:59:45 Morocco Daylight Time,2020-01-27,00:59:45,nursepollyrgn,covidvaccinated molotov 💉🦠,,@ciarakellydoc I don’t know if that’s what it means but I’ll take your explanation over what’s in my head anyway 😂😂😂😂😂,en,[],[],5,False,[],[],0,https://twitter.com/NursepollyRgn/status/1221583535393378304,,,,"[{'screen_name': 'ciarakellydoc', 'name': 'Ciara Kelly', 'id': '2177175701'}]",,,,
2020-01-27 00:59:45 Morocco Daylight Time,2020-01-27,00:59:45,muthesquirrel,Gale force squirrel,,"@PBP1366 And yes, that does mean we'll be going in circles until we go extinct. You just have to deal with that. :p",en,[],[],0,False,[],[],0,https://twitter.com/MutheSquirrel/status/1221583533787041794,,,,"[{'screen_name': 'PBP1366', 'name': 'Festive Erick 🇹🇼🇭🇰', 'id': '1002630732735492098'}]",,,,
2020-01-27 00:59:44 Morocco Daylight Time,2020-01-27,00:59:44,aztecgtp,DARK HORSE PROD.,,"@Zaph0d4242 @WinterRae82 And, per usual. They'll prance around, flaunt the evidence in the people’s face, then shamelessly sweep it under the rug and blame the Republicans for obstruction. Don't you already know?!😉",en,[],[],0,False,[],[],0,https://twitter.com/AztecGTP/status/1221583533384392710,,,,"[{'screen_name': 'Zaph0d4242', 'name': 'Jeremy Albright', 'id': '1203929703150690304'}]",,,,
2020-01-27 00:59:44 Morocco Daylight Time,2020-01-27,00:59:44,chivalrybegets,nyanlix,,"@crestburdened Felix hummed lightly, lowering his sword as he looked up toward the sky. It was sunset right now, and soon it would be dark. The sky was beautiful though, casting out reds and oranges that faded to dark blue.  ""I guess that's not a terrible idea. Maybe I'll find something to -",en,[],[],0,False,[],[],0,https://twitter.com/ChivalryBegets/status/1221583531232632833,,,,"[{'screen_name': 'crestburdened', 'name': 'sүℓvαιη נσsε gαυтιεя', 'id': '955174673377058816'}]",,,,
